Region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
USArkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,12.0,16.0,22.0,22.0,33.0,62.0,96.0,122.0,165.0,192.0,219.0,280.0,335.0,381.0,409.0,426.0,473.0,523.0,584.0,643.0,704.0,743.0,837.0,875.0,946.0,1000.0,1119.0,1171.0,1228.0,1280.0,1410.0,1498.0,1569.0,1620.0,1695.0,1744.0,1781.0,1973.0,1990.0,2276.0,2599.0,2810.0,2911.0,3001.0,3069.0,3127.0,3193.0,3281.0,3337.0,3372.0,3437.0,3491.0,3525.0,3611.0,3703.0,3747.0,3747.0,4012.0,4043.0,4164.0,4236.0,4366.0,4463.0
USCalifornia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,177.0,221.0,282.0,340.0,426.0,557.0,698.0,751.0,952.0,1177.0,1364.0,1646.0,2108.0,2538.0,2998.0,3899.0,4657.0,5095.0,5852.0,7138.0,8210.0,9399.0,10773.0,12004.0,12837.0,15034.0,16019.0,17351.0,18897.0,19710.0,21081.0,21706.0,22795.0,23931.0,25356.0,26686.0,27677.0,29157.0,30491.0,31431.0,33686.0,35465.0,37344.0,39561.0,41355.0,42368.0,43558.0,44966.0,46164.0,48747.0,50130.0,52026.0,53347.0,54903.0,55884.0,58456.0,60616.0,62148.0,63779.0,66558.0,67600.0,69329.0,70978.0,72798.0,74871.0,76693.0
USColorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,34.0,45.0,49.0,101.0,131.0,160.0,160.0,184.0,277.0,363.0,390.0,591.0,704.0,723.0,1021.0,1430.0,1433.0,1740.0,2307.0,2311.0,2966.0,2982.0,3342.0,3742.0,4188.0,4950.0,5183.0,5429.0,5655.0,5655.0,6202.0,6513.0,7307.0,7691.0,7950.0,7956.0,8286.0,8691.0,9047.0,9730.0,9730.0,10473.0,10891.0,11278.0,12256.0,12968.0,13441.0,13879.0,14316.0,14758.0,15284.0,15793.0,16225.0,16635.0,16918.0,17367.0,17832.0,18370.0,18827.0,19375.0,19703.0,19879.0,20157.0,20475.0,20838.0,21232.0
USConnecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,11.0,22.0,24.0,30.0,68.0,68.0,159.0,194.0,194.0,327.0,415.0,618.0,875.0,1012.0,1291.0,1524.0,1993.0,2571.0,3128.0,3557.0,3824.0,4914.0,5276.0,5675.0,6906.0,7781.0,7781.0,9784.0,10538.0,11510.0,12035.0,13381.0,13989.0,14755.0,15884.0,16809.0,17550.0,17962.0,19815.0,20360.0,22469.0,23100.0,23936.0,24583.0,25269.0,25997.0,26312.0,26767.0,27700.0,28764.0,29287.0,29287.0,29973.0,30621.0,30995.0,31784.0,32411.0,32984.0,33554.0,33765.0,34333.0,34855.0,35464.0,36085.0
USDelaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,6.0,7.0,8.0,16.0,19.0,30.0,38.0,45.0,56.0,68.0,104.0,119.0,130.0,163.0,214.0,232.0,264.0,319.0,368.0,393.0,450.0,593.0,673.0,783.0,928.0,1116.0,1209.0,1326.0,1479.0,1625.0,1758.0,1926.0,2014.0,2070.0,2317.0,2538.0,2538.0,2745.0,2931.0,3200.0,3308.0,3442.0,3576.0,4034.0,4162.0,4575.0,4655.0,4734.0,4918.0,5038.0,5208.0,5288.0,5371.0,5778.0,5939.0,6111.0,6277.0,6277.0,6565.0,6741.0,6952.0,7223.0,7373.0
USDistrict of Columbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,10.0,10.0,10.0,16.0,22.0,22.0,31.0,40.0,71.0,98.0,204.0,120.0,141.0,187.0,231.0,271.0,304.0,342.0,401.0,495.0,586.0,653.0,757.0,902.0,1002.0,1097.0,1211.0,1440.0,1523.0,1660.0,1778.0,1875.0,1955.0,2058.0,2197.0,2350.0,2476.0,2666.0,2793.0,2927.0,3098.0,3206.0,3361.0,3528.0,3699.0,3841.0,3892.0,3994.0,4106.0,4323.0,4658.0,4797.0,5016.0,5170.0,5322.0,5461.0,5654.0,5899.0,6102.0,6272.0,6389.0,6485.0,6584.0,6736.0,6871.0
USFlorida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0,35.0,50.0,76.0,115.0,155.0,216.0,314.0,417.0,563.0,659.0,1004.0,1227.0,1412.0,1682.0,2357.0,2900.0,3763.0,4246.0,5473.0,6741.0,6956.0,9008.0,10268.0,11537.0,12350.0,13324.0,14545.0,15456.0,16364.0,17531.0,18494.0,19895.0,21019.0,21628.0,22511.0,23343.0,24759.0,25492.0,26314.0,27059.0,27869.0,28309.0,29648.0,30533.0,30839.0,31532.0,32138.0,32848.0,33193.0,33690.0,34728.0,35463.0,36078.0,36897.0,37439.0,38002.0,38828.0,39199.0,40001.0,40596.0,40982.0,41923.0,42402.0,43210.0,44138.0
USGeorgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,31.0,42.0,66.0,99.0,121.0,146.0,199.0,287.0,420.0,507.0,621.0,772.0,1026.0,1247.0,1525.0,2000.0,2366.0,2651.0,2808.0,3929.0,4638.0,5348.0,5831.0,6160.0,6647.0,7314.0,8822.0,9901.0,10566.0,11485.0,12159.0,12452.0,13315.0,14578.0,14987.0,15669.0,17194.0,17669.0,18301.0,19407.0,19881.0,21214.0,21883.0,22491.0,23222.0,23486.0,24302.0,24922.0,25775.0,26264.0,27489.0,28331.0,28665.0,29451.0,29998.0,30743.0,31618.0,32181.0,32588.0,33580.0,34002.0,34924.0,35427.0,35977.0,36772.0
USGuam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,12.0,14.0,15.0,27.0,29.0,32.0,37.0,45.0,51.0,55.0,56.0,58.0,69.0,77.0,82.0,84.0,93.0,112.0,113.0,121.0,121.0,128.0,130.0,133.0,133.0,133.0,133.0,135.0,135.0,136.0,136.0,136.0,136.0,136.0,136.0,139.0,141.0,141.0,141.0,141.0,141.0,141.0,145.0,145.0,145.0,145.0,145.0,145.0,149.0,149.0,151.0,151.0,151.0,151.0,152.0,152.0,152.0,154.0
USHawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,6.0,7.0,10.0,14.0,16.0,26.0,37.0,53.0,56.0,90.0,91.0,95.0,106.0,149.0,149.0,175.0,204.0,224.0,256.0,319.0,351.0,371.0,387.0,410.0,410.0,442.0,442.0,465.0,499.0,504.0,511.0,524.0,530.0,541.0,574.0,580.0,584.0,586.0,592.0,596.0,601.0,605.0,606.0,607.0,609.0,613.0,618.0,619.0,620.0,620.0,621.0,625.0,626.0,629.0,629.0,631.0,632.0,634.0,635.0,638.0,637.0,638.0
USIdaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,8.0,9.0,11.0,23.0,36.0,42.0,68.0,81.0,91.0,146.0,205.0,234.0,281.0,340.0,515.0,566.0,776.0,891.0,1022.0,1078.0,1101.0,1170.0,1210.0,1232.0,1354.0,1396.0,1407.0,1426.0,1464.0,1473.0,1587.0,1609.0,1655.0,1668.0,1672.0,1736.0,1766.0,1836.0,1870.0,1887.0,1897.0,1897.0,1952.0,1952.0,1984.0,2015.0,2061.0,2061.0,2106.0,2127.0,2158.0,2178.0,2178.0,2205.0,2230.0,2260.0,2293.0,2293.0,2351.0,2351.0
USIllinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0,32.0,46.0,64.0,93.0,105.0,161.0,162.0,422.0,585.0,753.0,1049.0,1285.0,1537.0,1865.0,2538.0,3024.0,3491.0,4596.0,5056.0,5994.0,6980.0,7695.0,8904.0,10357.0,11259.0,12262.0,12271.0,15078.0,15079.0,17887.0,19180.0,20852.0,22025.0,23248.0,24593.0,25734.0,27578.0,29160.0,30357.0,31513.0,33059.0,35107.0,36937.0,39658.0,41777.0,43903.0,45883.0,48102.0,50358.0,52918.0,56055.0,58505.0,61499.0,63777.0,65889.0,68232.0,70871.0,73760.0,76085.0,77741.0,79007.0,83021.0,84694.0,87937.0,90369.0
USIndiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,13.0,13.0,16.0,20.0,25.0,30.0,39.0,60.0,86.0,128.0,204.0,270.0,368.0,477.0,645.0,979.0,1233.0,1513.0,1786.0,2158.0,2564.0,3038.0,3437.0,3953.0,4411.0,4956.0,5510.0,5943.0,6351.0,6907.0,7435.0,7928.0,8359.0,8527.0,8960.0,9542.0,10154.0,10641.0,11211.0,11688.0,12097.0,12438.0,13039.0,13681.0,14399.0,15012.0,15961.0,16588.0,17182.0,17835.0,18630.0,19295.0,19933.0,20507.0,21033.0,21870.0,22503.0,23146.0,23732.0,24126.0,24627.0,25127.0,25473.0,26053.0,26656.0
USIowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,16.0,17.0,17.0,18.0,23.0,23.0,29.0,44.0,45.0,68.0,90.0,105.0,124.0,146.0,179.0,235.0,298.0,336.0,424.0,497.0,547.0,614.0,699.0,787.0,869.0,946.0,1046.0,1145.0,1270.0,1388.0,1510.0,1587.0,1710.0,1899.0,1995.0,2141.0,2332.0,2513.0,2902.0,3159.0,3641.0,3748.0,3924.0,4445.0,5092.0,5476.0,5868.0,6376.0,6843.0,7145.0,7884.0,8643.0,9175.0,9703.0,10111.0,10404.0,11059.0,11457.0,11671.0,11959.0,12373.0,12912.0,13289.0,13675.0,14049.0
USKansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,8.0,8.0,11.0,18.0,18.0,34.0,44.0,57.0,65.0,84.0,100.0,134.0,172.0,206.0,266.0,330.0,372.0,434.0,485.0,553.0,629.0,698.0,751.0,849.0,912.0,1046.0,1116.0,1117.0,1275.0,1344.0,1390.0,1441.0,1504.0,1615.0,1730.0,1821.0,1905.0,2048.0,2164.0,2331.0,2721.0,2959.0,3135.0,3277.0,3473.0,3652.0,3839.0,4413.0,4634.0,4885.0,5156.0,5383.0,5648.0,5993.0,6332.0,6667.0,6829.0,6951.0,7159.0,7240.0,7518.0,7705.0,7886.0
USKentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,10.0,14.0,14.0,20.0,21.0,26.0,27.0,37.0,47.0,87.0,103.0,123.0,162.0,197.0,247.0,301.0,380.0,438.0,479.0,628.0,632.0,770.0,770.0,917.0,955.0,955.0,1149.0,1149.0,1341.0,1693.0,1693.0,1963.0,2018.0,2048.0,2210.0,2435.0,2522.0,2707.0,2960.0,3050.0,3204.0,3378.0,3479.0,3779.0,3915.0,4085.0,4156.0,4375.0,4537.0,4708.0,4882.0,4879.0,5130.0,5245.0,5822.0,5934.0,6129.0,6288.0,6440.0,6440.0,6677.0,6853.0,6853.0,7225.0,7444.0
USLouisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,19.0,36.0,77.0,91.0,136.0,196.0,257.0,392.0,538.0,585.0,837.0,1172.0,1388.0,1795.0,2304.0,2744.0,3315.0,3540.0,4025.0,5237.0,6424.0,9149.0,10297.0,12496.0,13010.0,14867.0,16284.0,17030.0,18283.0,19253.0,20014.0,20595.0,21016.0,21518.0,21951.0,22532.0,23118.0,23580.0,23928.0,24523.0,24854.0,25258.0,25739.0,26140.0,26512.0,26773.0,27068.0,27286.0,27660.0,28001.0,28711.0,29140.0,29340.0,29673.0,29996.0,30399.0,30652.0,30855.0,31417.0,31600.0,31815.0,32050.0,32662.0,33489.0,33837.0
USMaine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,17.0,32.0,42.0,52.0,56.0,70.0,89.0,107.0,118.0,142.0,155.0,168.0,211.0,253.0,275.0,303.0,303.0,376.0,432.0,456.0,470.0,499.0,519.0,537.0,560.0,586.0,616.0,633.0,698.0,735.0,770.0,796.0,827.0,847.0,867.0,875.0,888.0,907.0,937.0,965.0,965.0,1015.0,1023.0,1040.0,1056.0,1095.0,1123.0,1153.0,1185.0,1205.0,1226.0,1254.0,1330.0,1374.0,1408.0,1436.0,1462.0,1477.0,1515.0,1565.0,1603.0
USMaryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,12.0,18.0,26.0,32.0,41.0,60.0,85.0,107.0,149.0,193.0,244.0,290.0,349.0,425.0,583.0,775.0,995.0,1239.0,1413.0,1660.0,1986.0,2331.0,2758.0,3125.0,3617.0,4045.0,4371.0,5529.0,6185.0,6968.0,7694.0,8225.0,8936.0,9472.0,10032.0,10784.0,11572.0,12326.0,12847.0,13684.0,14193.0,14775.0,15737.0,16616.0,17766.0,18581.0,19487.0,20113.0,20849.0,21742.0,23472.0,24473.0,25462.0,26408.0,27117.0,28163.0,29374.0,30485.0,31534.0,32587.0,33373.0,34061.0,34812.0,35903.0,36986.0
USMassachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,95.0,108.0,123.0,138.0,164.0,197.0,218.0,218.0,328.0,413.0,525.0,646.0,777.0,1159.0,1838.0,2417.0,3240.0,4257.0,4955.0,5752.0,6620.0,7738.0,8966.0,10402.0,11736.0,12500.0,13837.0,15202.0,16790.0,18941.0,20974.0,22860.0,25475.0,26867.0,28164.0,29918.0,32181.0,34402.0,36372.0,38077.0,38077.0,41199.0,42944.0,46023.0,50969.0,53348.0,54938.0,56462.0,58302.0,60265.0,62205.0,64311.0,66263.0,68087.0,69087.0,70271.0,72025.0,73721.0,75333.0,76743.0,77793.0,78462.0,79332.0,80497.0,82182.0,83421.0
USMichigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,25.0,33.0,53.0,65.0,83.0,334.0,552.0,788.0,1035.0,1329.0,1793.0,2296.0,2845.0,3634.0,4650.0,5488.0,6498.0,7615.0,9315.0,10791.0,12744.0,14225.0,15718.0,17221.0,18970.0,20346.0,21504.0,22434.0,23605.0,24244.0,25635.0,27001.0,28059.0,28809.0,30023.0,30791.0,31424.0,32000.0,32667.0,33966.0,35296.0,36641.0,37074.0,37778.0,38210.0,39262.0,40399.0,41379.0,42356.0,43207.0,43801.0,43990.0,44451.0,45179.0,45745.0,46386.0,46815.0,47182.0,47552.0,48021.0,48391.0,49582.0,50079.0
USMinnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,9.0,14.0,21.0,35.0,54.0,60.0,77.0,89.0,115.0,138.0,167.0,234.0,261.0,286.0,344.0,396.0,441.0,503.0,576.0,629.0,689.0,742.0,788.0,865.0,935.0,986.0,1069.0,1154.0,1240.0,1336.0,1427.0,1621.0,1621.0,1695.0,1809.0,1809.0,2070.0,2209.0,2356.0,2470.0,2567.0,2722.0,2942.0,3185.0,3446.0,3602.0,3811.0,4181.0,4644.0,5136.0,5730.0,6232.0,6663.0,7234.0,7851.0,8579.0,9365.0,10088.0,10790.0,11271.0,11799.0,12494.0,12917.0,13435.0,14240.0
USMississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,10.0,13.0,21.0,34.0,50.0,80.0,140.0,207.0,249.0,320.0,377.0,485.0,579.0,663.0,759.0,847.0,937.0,1073.0,1177.0,1358.0,1455.0,1638.0,1738.0,1915.0,2003.0,2260.0,2469.0,2642.0,2781.0,2942.0,3087.0,3360.0,3624.0,3793.0,3974.0,4274.0,4512.0,4716.0,4894.0,5153.0,5434.0,5718.0,5911.0,6094.0,6342.0,6569.0,6815.0,7212.0,7441.0,7550.0,7877.0,8207.0,8424.0,8686.0,9090.0,9378.0,9501.0,9674.0,9908.0,10090.0,10483.0,10801.0
USMissouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0,6.0,11.0,18.0,31.0,53.0,74.0,87.0,187.0,257.0,354.0,520.0,666.0,836.0,915.0,1051.0,1357.0,1613.0,1857.0,1864.0,2310.0,2347.0,2736.0,3130.0,3209.0,3432.0,3897.0,4108.0,4269.0,4515.0,4746.0,4791.0,5174.0,5371.0,5579.0,5743.0,5890.0,6066.0,6277.0,6506.0,6788.0,6935.0,7120.0,7305.0,7450.0,7660.0,7818.0,8067.0,8356.0,8618.0,8946.0,9121.0,9323.0,9581.0,9733.0,9911.0,10068.0,10157.0,10269.0,10404.0,10594.0,10766.0
USMontana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,7.0,7.0,9.0,11.0,11.0,15.0,21.0,34.0,34.0,51.0,65.0,90.0,109.0,129.0,154.0,171.0,198.0,208.0,241.0,243.0,265.0,286.0,299.0,319.0,332.0,354.0,365.0,377.0,387.0,394.0,399.0,404.0,415.0,422.0,426.0,433.0,433.0,437.0,439.0,442.0,444.0,445.0,448.0,449.0,451.0,451.0,453.0,453.0,455.0,455.0,457.0,456.0,456.0,456.0,458.0,458.0,458.0,459.0,461.0,462.0,462.0,466.0
USNebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,13.0,14.0,17.0,18.0,21.0,24.0,29.0,37.0,38.0,51.0,51.0,66.0,71.0,74.0,82.0,96.0,108.0,145.0,172.0,210.0,246.0,279.0,321.0,364.0,417.0,447.0,519.0,568.0,635.0,699.0,791.0,814.0,897.0,901.0,952.0,1066.0,1249.0,1474.0,1648.0,1685.0,1813.0,2202.0,2424.0,2719.0,3028.0,3358.0,3517.0,3851.0,4281.0,5008.0,5317.0,5661.0,6037.0,6373.0,6689.0,7334.0,7818.0,8093.0,8171.0,8407.0,8532.0,8912.0,9260.0,9610.0
